LOCATION,EVENT_SUCCESS_Mean,EVENT_DURATION_Mean,Record_Count,Region,District,LONGITUDE,LATITUDE
"Cell_S0",1.000000,185.812500,16,"West","Jurong East",103.748983,1.333136
"Cell_S1",1.000000,10.000000,1,"Central","Orchard Road",103.834676,1.302424
"Cell_S10",1.000000,59.960000,25,"Central","Tanglin Road River Valley",103.810348,1.305214
"Cell_S100",0.956522,76.478261,23,"Central","Marina South",103.854157,1.279430
"Cell_S1000",1.000000,19.000000,1,"Central","Tanjong Pagar",103.842868,1.273112
"Cell_S10002",1.000000,115.000000,7,"North","Yew Tee Choa Chu Kang",103.752078,1.378660
"Cell_S1001",1.000000,147.600000,5,"Central","Prince Edward Anson Road",103.847246,1.274294
"Cell_S10010",1.000000,75.333333,3,"North","Yew Tee Choa Chu Kang",103.742586,1.393673
"Cell_S10012",1.000000,14.000000,1,"West","Bukit Batok Bukit Gombak",103.749391,1.346671
"Cell_S1002",1.000000,109.076923,13,"Central","Prince Edward Anson Road",103.844470,1.273828
"Cell_S1003",0.968750,139.093750,32,"Central","Tanjong Pagar",103.841359,1.279861
"Cell_S10032",1.000000,30.000000,1,"West","Bukit Batok Bukit Gombak",103.753704,1.347458
"Cell_S10034",1.000000,58.500000,2,"West","Bukit Batok Bukit Gombak",103.756605,1.340348
"Cell_S10035",1.000000,106.000000,1,"North","Bukit Panjang",103.775222,1.371843
"Cell_S1004",1.000000,186.600000,5,"Central","Tanjong Pagar",103.841999,1.281866
"Cell_S10046",1.000000,12.000000,1,"West","Bukit Batok Bukit Gombak",103.747635,1.362167
"Cell_S1005",1.000000,12.000000,1,"Central","Tanjong Pagar",103.844282,1.279935
"Cell_S10055",0.000000,973.000000,1,"West","Bukit Batok Bukit Gombak",103.750799,1.360028
"Cell_S1006",1.000000,111.666667,3,"Central","Tanjong Pagar",103.842134,1.278653
"Cell_S10061",1.000000,43.000000,1,"West","Hillview",103.760474,1.356836
"Cell_S1007",1.000000,101.875000,8,"Central","Tanjong Pagar",103.841999,1.281866
"Cell_S10074",1.000000,4.000000,1,"North","Yew Tee Choa Chu Kang",103.743360,1.389106
"Cell_S10079",1.000000,14.000000,1,"North","Yew Tee Choa Chu Kang",103.741542,1.391847
"Cell_S1008",1.000000,196.500000,4,"Central","Tanjong Pagar",103.841733,1.274308
"Cell_S10081",1.000000,53.000000,1,"North","Yew Tee Choa Chu Kang",103.746603,1.392298
"Cell_S1009",1.000000,17.000000,3,"Central","Tanjong Pagar",103.841733,1.274308
"Cell_S10090",1.000000,339.000000,2,"West","Bukit Batok Bukit Gombak",103.754796,1.343514
"Cell_S101",1.000000,42.516129,31,"Central","Marina South",103.854157,1.279430
"Cell_S1010",1.000000,225.500000,4,"Central","Prince Edward Anson Road",103.845955,1.275857
"Cell_S10102",1.000000,49.000000,1,"North","Bukit Panjang",103.775452,1.374434
"Cell_S10107",1.000000,69.000000,4,"North","Yew Tee Choa Chu Kang",103.749694,1.393588
"Cell_S1011",1.000000,42.500000,2,"Central","Prince Edward Anson Road",103.845955,1.275857
"Cell_S10116",1.000000,31.000000,1,"North","Yew Tee Choa Chu Kang",103.746047,1.398627
"Cell_S10118",1.000000,74.000000,2,"West","Bukit Batok Bukit Gombak",103.755344,1.348695
"Cell_S1012",0.955357,157.473214,112,"Central","Tanjong Pagar",103.842868,1.273112
"Cell_S1013",0.947368,90.473684,19,"Central","Tanjong Pagar",103.842868,1.273112
"Cell_S10131",1.000000,286.750000,8,"North","Bukit Panjang",103.764245,1.385559
"Cell_S10134",1.000000,531.125000,8,"North","Bukit Panjang",103.768889,1.374023
"Cell_S1014",1.000000,218.000000,5,"Central","Prince Edward Anson Road",103.845955,1.275857
"Cell_S10146",1.000000,211.500000,2,"North","Bukit Panjang",103.768139,1.377879
"Cell_S10147",1.000000,339.500000,2,"West","Bukit Batok Bukit Gombak",103.750617,1.362135
"Cell_S10149",1.000000,167.000000,1,"West","Bukit Batok Bukit Gombak",103.760405,1.341081
"Cell_S1015",0.857143,91.214286,14,"Central","Prince Edward Anson Road",103.843866,1.276975
"Cell_S10151",1.000000,47.666667,3,"West","Bukit Batok Bukit Gombak",103.757984,1.351164
"Cell_S1016",1.000000,38.000000,1,"Central","Prince Edward Anson Road",103.846245,1.275095
"Cell_S10162",1.000000,63.000000,1,"North","Yew Tee Choa Chu Kang",103.746603,1.392298
"Cell_S1017",1.000000,60.000000,2,"Central","Tanjong Pagar",103.842868,1.273112
"Cell_S1018",1.000000,318.500000,6,"Central","Prince Edward Anson Road",103.844470,1.273828
"Cell_S10189",1.000000,18.666667,3,"West","Bukit Batok Bukit Gombak",103.752592,1.354465
"Cell_S1019",0.857143,104.190476,21,"Central","Tanjong Pagar",103.840335,1.276586
"Cell_S102",1.000000,133.000000,2,"Central","Marina South",103.854157,1.279430
"Cell_S1020",1.000000,116.857143,7,"Central","Prince Edward Anson Road",103.845217,1.274852
"Cell_S1021",1.000000,80.157895,19,"Central","Tanjong Pagar",103.840335,1.276586
"Cell_S1022",1.000000,39.000000,4,"Central","Tanjong Pagar",103.842134,1.278653
"Cell_S10222",1.000000,58.000000,2,"West","Bukit Batok Bukit Gombak",103.747635,1.362167
"Cell_S10225",1.000000,77.500000,2,"North","Yew Tee Choa Chu Kang",103.753933,1.379186
"Cell_S10226",1.000000,115.500000,2,"North","Yew Tee Choa Chu Kang",103.753933,1.379186
"Cell_S10227",0.666667,43.000000,3,"North","Yew Tee Choa Chu Kang",103.751201,1.403687
"Cell_S10228",1.000000,74.000000,1,"North","Yew Tee Choa Chu Kang",103.746603,1.392298
"Cell_S1023",0.923077,413.230769,13,"Central","Tanjong Pagar",103.842868,1.273112
"Cell_S10233",1.000000,155.000000,1,"North","Yew Tee Choa Chu Kang",103.746060,1.384288
"Cell_S10236",1.000000,28.000000,1,"West","Bukit Batok Bukit Gombak",103.751833,1.363938
"Cell_S10239",1.000000,176.000000,1,"West","Bukit Batok Bukit Gombak",103.744713,1.361769
"Cell_S1024",1.000000,60.000000,2,"Central","Tanjong Pagar",103.842433,1.275621
"Cell_S1025",1.000000,44.500000,2,"Central","Prince Edward Anson Road",103.843866,1.276975
"Cell_S1026",1.000000,36.285714,7,"Central","Prince Edward Anson Road",103.844470,1.273828
"Cell_S10267",1.000000,359.500000,2,"North","Yew Tee Choa Chu Kang",103.746662,1.397057
"Cell_S1027",1.000000,46.750000,4,"Central","Prince Edward Anson Road",103.845630,1.275320
"Cell_S1028",1.000000,152.000000,2,"Central","Tanjong Pagar",103.840335,1.276586
"Cell_S1029",1.000000,61.266667,15,"Central","Tanjong Pagar",103.842433,1.275621
"Cell_S103",1.000000,32.142857,7,"Central","Raffles Place",103.848767,1.283162
"Cell_S1030",1.000000,64.700000,10,"Central","Prince Edward Anson Road",103.845955,1.275857
"Cell_S1031",1.000000,162.333333,12,"Central","Tanjong Pagar",103.841872,1.273713
"Cell_S1032",1.000000,61.156250,32,"Central","Prince Edward Anson Road",103.843715,1.273174
"Cell_S10322",1.000000,31.000000,1,"North","Yew Tee Choa Chu Kang",103.734946,1.377830
"Cell_S10323",1.000000,52.000000,1,"North","Yew Tee Choa Chu Kang",103.758018,1.378817
"Cell_S1033",1.000000,70.500000,2,"Central","Tanjong Pagar",103.842433,1.275621
"Cell_S1034",1.000000,97.000000,3,"Central","Tanjong Pagar",103.841359,1.279861
"Cell_S10348",1.000000,386.000000,1,"West","Hillview",103.760474,1.356836
"Cell_S1035",0.937500,350.875000,16,"Central","Prince Edward Anson Road",103.846245,1.275095
"Cell_S10355",1.000000,82.000000,1,"West","Bukit Batok Bukit Gombak",103.752592,1.354465
"Cell_S1036",0.823529,105.588235,17,"Central","Prince Edward Anson Road",103.845217,1.274852
"Cell_S1037",1.000000,250.000000,1,"Central","Tanjong Pagar",103.844282,1.279935
"Cell_S10378",1.000000,76.000000,1,"West","Hillview",103.761485,1.353860
"Cell_S1038",0.833333,109.666667,6,"Central","Prince Edward Anson Road",103.845630,1.275320
"Cell_S1039",1.000000,31.500000,2,"Central","Prince Edward Anson Road",103.844698,1.274017
"Cell_S104",1.000000,30.333333,3,"Central","Raffles Place",103.851829,1.283311
"Cell_S1040",1.000000,103.300000,20,"Central","Prince Edward Anson Road",103.846245,1.275095
"Cell_S10403",1.000000,115.666667,3,"West","Bukit Batok Bukit Gombak",103.747635,1.362167
"Cell_S1041",1.000000,29.000000,1,"Central","Prince Edward Anson Road",103.846245,1.275095
"Cell_S1042",0.937500,274.218750,32,"Central","Prince Edward Anson Road",103.843866,1.276975
"Cell_S1043",0.950000,182.600000,20,"Central","Tanjong Pagar",103.841359,1.279861
"Cell_S10435",1.000000,99.000000,4,"West","Bukit Batok Bukit Gombak",103.750799,1.360028
"Cell_S1044",0.925926,80.703704,27,"Central","Prince Edward Anson Road",103.846245,1.275095
"Cell_S10441",1.000000,14.000000,1,"West","Tengah",103.692362,1.374381
"Cell_S10446",1.000000,95.000000,1,"West","Tengah",103.720367,1.370317
"Cell_S1045",1.000000,56.857143,7,"Central","Tanjong Pagar",103.842868,1.273112
"Cell_S10450",1.000000,268.000000,1,"North","Neo Tiew Kranji",103.723273,1.443546
"Cell_S10453",1.000000,412.000000,1,"West","Tengah",103.720367,1.370317
"Cell_S1046",1.000000,14.000000,1,"Central","Prince Edward Anson Road",103.845955,1.275857
"Cell_S10467",1.000000,61.000000,2,"West","Tengah",103.720367,1.370317
"Cell_S1047",1.000000,198.000000,1,"Central","Tanjong Pagar",103.842868,1.273112
"Cell_S10473",1.000000,372.000000,1,"West","Tengah",103.720367,1.370317
"Cell_S10475",1.000000,770.000000,1,"West","Lim Chu Kang",103.696933,1.385428
"Cell_S10476",1.000000,909.000000,1,"West","Tengah",103.720367,1.370317
"Cell_S10477",1.000000,55.000000,1,"West","Tengah",103.692362,1.374381
"Cell_S10478",0.000000,417.000000,1,"West","Lim Chu Kang",103.696933,1.385428
"Cell_S10479",1.000000,810.000000,1,"West","Tengah",103.692362,1.374381
"Cell_S1048",1.000000,47.000000,2,"Central","Tanjong Pagar",103.841999,1.281866
"Cell_S10480",1.000000,147.000000,2,"West","Tengah",103.720367,1.370317
"Cell_S10482",1.000000,201.666667,3,"West","Tengah",103.720367,1.370317
"Cell_S10484",1.000000,200.000000,1,"West","Tengah",103.692362,1.374381
"Cell_S1049",1.000000,24.000000,1,"Central","Prince Edward Anson Road",103.847246,1.274294
"Cell_S105",1.000000,69.166667,6,"Central","Marina South",103.860528,1.266022
"Cell_S1050",1.000000,209.666667,3,"Central","Tanjong Pagar",103.840335,1.276586
"Cell_S10500",1.000000,52.000000,1,"North","Neo Tiew Kranji",103.723273,1.443546
"Cell_S1051",1.000000,44.000000,1,"Central","Prince Edward Anson Road",103.844538,1.275162
"Cell_S10511",1.000000,21.000000,1,"West","Tengah",103.692362,1.374381
"Cell_S10519",1.000000,51.000000,1,"North","Woodlands Marsiling Amiralty",103.808226,1.454442
"Cell_S1052",1.000000,22.500000,2,"Central","Prince Edward Anson Road",103.847246,1.274294
"Cell_S10520",1.000000,59.000000,1,"North","Woodlands Marsiling Amiralty",103.765387,1.434640
"Cell_S10524",1.000000,72.000000,1,"North","Mandai Sungei Kadut",103.758790,1.406492
"Cell_S1053",1.000000,136.000000,1,"Central","Tanjong Pagar",103.840335,1.276586
"Cell_S10533",1.000000,170.500000,2,"North","Mandai Sungei Kadut",103.746154,1.418703
"Cell_S1054",0.666667,81.666667,3,"Central","Prince Edward Anson Road",103.843715,1.273174
"Cell_S10541",1.000000,133.000000,1,"North","Woodlands Marsiling Amiralty",103.777270,1.438108
"Cell_S1055",1.000000,40.000000,1,"Central","Prince Edward Anson Road",103.845687,1.274054
"Cell_S10557",1.000000,30.000000,1,"North","Woodlands Marsiling Amiralty",103.793270,1.445300
"Cell_S1056",1.000000,132.684211,95,"Central","Tanjong Pagar",103.842433,1.275621
"Cell_S10564",1.000000,61.000000,1,"North","Woodlands Marsiling Amiralty",103.795292,1.427897
"Cell_S1057",1.000000,77.333333,3,"Central","Tanjong Pagar",103.842433,1.275621
"Cell_S1058",1.000000,83.842105,19,"Central","Prince Edward Anson Road",103.845955,1.275857
"Cell_S10585",1.000000,117.000000,1,"North","Woodlands Marsiling Amiralty",103.802809,1.440131
"Cell_S1059",1.000000,73.000000,1,"Central","Prince Edward Anson Road",103.846674,1.274724
"Cell_S106",0.978723,133.617021,47,"Central","Raffles Place",103.852059,1.283620
"Cell_S1060",1.000000,52.000000,5,"Central","Prince Edward Anson Road",103.846674,1.274724
"Cell_S1061",1.000000,111.000000,2,"Central","Prince Edward Anson Road",103.847246,1.274294
"Cell_S1062",1.000000,53.000000,2,"Central","Tanjong Pagar",103.842868,1.273112
"Cell_S10625",1.000000,110.000000,1,"North","Woodlands Marsiling Amiralty",103.780597,1.439211
"Cell_S1063",1.000000,162.769231,78,"Central","Prince Edward Anson Road",103.845065,1.273696
"Cell_S1064",1.000000,396.571429,7,"Central","Prince Edward Anson Road",103.844538,1.275162
"Cell_S10648",1.000000,35.500000,2,"North","Woodlands Marsiling Amiralty",103.780597,1.439211
"Cell_S10649",1.000000,229.000000,1,"North","Woodlands Marsiling Amiralty",103.785739,1.445522
"Cell_S1065",1.000000,31.333333,3,"Central","Tanjong Pagar",103.842433,1.275621
"Cell_S1066",1.000000,63.000000,2,"Central","Tanjong Pagar",103.842134,1.278653
"Cell_S1067",1.000000,522.000000,1,"Central","Prince Edward Anson Road",103.847246,1.274294
"Cell_S1068",1.000000,71.666667,3,"Central","Tanjong Pagar",103.842868,1.273112
"Cell_S10682",1.000000,44.000000,1,"North","Woodlands Marsiling Amiralty",103.777762,1.433319
"Cell_S10687",1.000000,143.500000,2,"North","Woodlands Marsiling Amiralty",103.775427,1.434687
"Cell_S1069",1.000000,101.000000,2,"Central","Tanjong Pagar",103.840335,1.276586
"Cell_S107",1.000000,86.800000,30,"Central","Marina Esplanade Suntec",103.858374,1.295436
"Cell_S1070",1.000000,146.000000,1,"Central","Tanjong Pagar",103.841359,1.279861
"Cell_S1071",1.000000,96.500000,4,"Central","Tanjong Pagar",103.844282,1.279935
"Cell_S10718",1.000000,124.500000,2,"North","Woodlands Marsiling Amiralty",103.785739,1.445522
"Cell_S1072",0.952381,100.285714,21,"Central","Prince Edward Anson Road",103.845955,1.275857
"Cell_S1073",1.000000,49.000000,3,"Central","Prince Edward Anson Road",103.845955,1.275857
"Cell_S1074",1.000000,68.000000,3,"Central","Tanjong Pagar",103.843552,1.274935
"Cell_S10745",1.000000,129.222222,9,"North","Woodlands Marsiling Amiralty",103.793074,1.439785
"Cell_S1075",1.000000,131.000000,3,"Central","Tanjong Pagar",103.844282,1.279935
"Cell_S1076",1.000000,117.166667,6,"Central","Tanjong Pagar",103.842433,1.275621
"Cell_S10762",1.000000,162.000000,1,"North","Mandai Sungei Kadut",103.758790,1.406492
"Cell_S10768",1.000000,266.000000,1,"North","Woodlands Marsiling Amiralty",103.772676,1.426617
"Cell_S1077",1.000000,42.000000,1,"Central","Prince Edward Anson Road",103.847246,1.274294
"Cell_S1078",1.000000,35.333333,3,"Central","Tanjong Pagar",103.844282,1.279935
"Cell_S10780",1.000000,3.000000,1,"North","Woodlands Marsiling Amiralty",103.780597,1.439211
"Cell_S1079",1.000000,93.111111,9,"Central","Prince Edward Anson Road",103.845065,1.273696
"Cell_S10793",1.000000,44.000000,1,"North","Mandai Sungei Kadut",103.753552,1.413830
"Cell_S108",1.000000,48.000000,2,"Central","Marina South",103.863460,1.269849
"Cell_S1080",1.000000,194.208333,24,"Central","Prince Edward Anson Road",103.843715,1.273174
"Cell_S1081",1.000000,76.571429,7,"Central","Prince Edward Anson Road",103.845687,1.274054
"Cell_S1082",0.833333,91.166667,6,"Central","Tanjong Pagar",103.841733,1.274308
"Cell_S10829",1.000000,71.000000,1,"North","Mandai Sungei Kadut",103.749532,1.429041
"Cell_S1083",1.000000,165.000000,1,"Central","Tanjong Pagar",103.842134,1.278653
"Cell_S1084",0.875000,41.000000,8,"Central","Tanjong Pagar",103.844282,1.279935
"Cell_S1085",1.000000,31.645161,31,"Central","Tanjong Pagar",103.844282,1.279935
"Cell_S1086",1.000000,70.583333,24,"Central","Prince Edward Anson Road",103.845955,1.275857
"Cell_S1087",1.000000,36.000000,4,"Central","Prince Edward Anson Road",103.845955,1.275857
"Cell_S10873",1.000000,217.000000,1,"North","Woodlands Marsiling Amiralty",103.799298,1.438825
"Cell_S1088",1.000000,36.000000,2,"Central","Outram Road Tiong Bahru",103.834608,1.287163
"Cell_S10886",1.000000,143.333333,3,"North","Woodlands Marsiling Amiralty",103.791743,1.442770
"Cell_S1089",0.909091,138.545455,11,"Central","Outram Road Tiong Bahru",103.834608,1.287163
"Cell_S10891",1.000000,26.000000,1,"North","Woodlands Marsiling Amiralty",103.769098,1.441089
"Cell_S10899",1.000000,911.000000,1,"North","Mandai Sungei Kadut",103.749532,1.429041
"Cell_S109",0.961538,89.192308,26,"Central","Raffles Place",103.850486,1.284471
"Cell_S1090",1.000000,329.000000,1,"Central","Queenstown Commonwealth",103.800177,1.294016
"Cell_S1091",0.923077,79.615385,26,"Central","Redhill Bukit Merah Alexandra",103.820465,1.287868
"Cell_S10913",1.000000,29.000000,1,"North","Woodlands Marsiling Amiralty",103.772676,1.426617
"Cell_S1092",1.000000,50.750000,20,"Central","Redhill Bukit Merah Alexandra",103.811825,1.287115
"Cell_S10920",1.000000,172.000000,1,"North","Woodlands Marsiling Amiralty",103.795292,1.427897
"Cell_S10927",1.000000,39.000000,1,"North","Woodlands Marsiling Amiralty",103.768579,1.444073
"Cell_S1093",1.000000,108.666667,3,"Central","Outram Road Tiong Bahru",103.840324,1.287666
"Cell_S10930",1.000000,410.000000,1,"North","Woodlands Marsiling Amiralty",103.765049,1.417162
"Cell_S10932",1.000000,283.000000,1,"North","Woodlands Marsiling Amiralty",103.765049,1.417162
"Cell_S1094",1.000000,128.666667,3,"Central","Queenstown Commonwealth",103.802830,1.288427
"Cell_S10940",1.000000,200.000000,1,"North","Woodlands Marsiling Amiralty",103.799884,1.448504
"Cell_S10946",0.000000,27.000000,1,"North","Woodlands Marsiling Amiralty",103.797090,1.437192
"Cell_S1095",1.000000,95.250000,4,"Central","Queenstown Commonwealth",103.804726,1.293482
"Cell_S10950",1.000000,19.000000,1,"North","Woodlands Marsiling Amiralty",103.795828,1.444411
"Cell_S1096",0.857143,73.142857,7,"Central","Redhill Bukit Merah Alexandra",103.806889,1.289072
"Cell_S1097",1.000000,243.333333,6,"Central","Outram Road Tiong Bahru",103.836532,1.279291
"Cell_S1098",1.000000,19.000000,1,"Central","Redhill Bukit Merah Alexandra",103.817465,1.283838
"Cell_S1099",0.969697,91.757576,33,"Central","Redhill Bukit Merah Alexandra",103.818484,1.288429
"Cell_S10992",1.000000,25.000000,1,"North","Woodlands Marsiling Amiralty",103.799298,1.438825
"Cell_S11",0.944444,131.055556,18,"Central","Tanglin Road River Valley",103.810348,1.305214
"Cell_S110",0.977011,127.413793,87,"Central","Marina South",103.859978,1.285205
"Cell_S1100",1.000000,15.000000,4,"Central","Outram Road Tiong Bahru",103.827601,1.292242
"Cell_S11002",1.000000,78.000000,1,"North","Woodlands Marsiling Amiralty",103.787911,1.443009
"Cell_S1101",1.000000,103.666667,6,"Central","Redhill Bukit Merah Alexandra",103.805937,1.288611
"Cell_S1102",1.000000,65.333333,18,"Central","Outram Road Tiong Bahru",103.838264,1.286544
"Cell_S1103",1.000000,196.615385,13,"Central","Outram Road Tiong Bahru",103.828057,1.277007
"Cell_S11035",1.000000,30.500000,2,"North","Woodlands Marsiling Amiralty",103.788499,1.432838
"Cell_S1104",1.000000,134.000000,2,"Central","Outram Road Tiong Bahru",103.834157,1.281196
"Cell_S1105",1.000000,139.000000,1,"Central","Queenstown Commonwealth",103.800391,1.303802
"Cell_S1106",0.923077,111.846154,13,"Central","Redhill Bukit Merah Alexandra",103.813802,1.289878
"Cell_S11066",1.000000,238.000000,1,"North","Woodlands Marsiling Amiralty",103.793270,1.445300
"Cell_S11069",1.000000,22.000000,1,"North","Woodlands Marsiling Amiralty",103.801835,1.443874
"Cell_S1107",1.000000,91.333333,3,"Central","Outram Road Tiong Bahru",103.828057,1.277007
"Cell_S11079",0.500000,575.500000,2,"North","Mandai Sungei Kadut",103.749532,1.429041
"Cell_S1108",1.000000,80.250000,4,"Central","Redhill Bukit Merah Alexandra",103.805937,1.288611
"Cell_S11089",1.000000,33.000000,1,"North","Woodlands Marsiling Amiralty",103.776739,1.441683
"Cell_S1109",0.996183,193.312977,262,"Central","Redhill Bukit Merah Alexandra",103.802575,1.284737
"Cell_S11092",1.000000,50.000000,1,"North","Woodlands Marsiling Amiralty",103.775427,1.434687
"Cell_S11097",1.000000,981.000000,1,"North","Woodlands Marsiling Amiralty",103.795842,1.434334
"Cell_S111",1.000000,34.666667,3,"Central","Marina South",103.859978,1.285205
"Cell_S1110",1.000000,70.500000,6,"Central","Queenstown Commonwealth",103.802116,1.296996
"Cell_S1111",1.000000,18.000000,1,"Central","Outram Road Tiong Bahru",103.834157,1.281196
"Cell_S11113",1.000000,31.000000,1,"North","Woodlands Marsiling Amiralty",103.795842,1.434334
"Cell_S1112",1.000000,83.636364,11,"Central","Outram Road Tiong Bahru",103.834608,1.287163
"Cell_S1113",1.000000,133.000000,1,"Central","Queenstown Commonwealth",103.802830,1.288427
"Cell_S11130",0.272727,222.454545,22,"North","Woodlands Marsiling Amiralty",103.773382,1.432981
"Cell_S11134",1.000000,132.000000,1,"North","Mandai Sungei Kadut",103.759824,1.407933
"Cell_S1114",0.666667,133.000000,6,"Central","Redhill Bukit Merah Alexandra",103.812595,1.284180
"Cell_S1115",1.000000,179.000000,15,"Central","Queenstown Commonwealth",103.804726,1.293482
"Cell_S1116",1.000000,28.000000,1,"Central","Redhill Bukit Merah Alexandra",103.811825,1.287115
"Cell_S1117",1.000000,73.000000,2,"Central","Queenstown Commonwealth",103.815162,1.292420
"Cell_S11175",1.000000,92.333333,3,"North-East","Nee Soon",103.828200,1.384153
"Cell_S11179",1.000000,10.000000,1,"North-East","Nee Soon",103.837363,1.391664
"Cell_S1118",1.000000,62.500000,2,"Central","Outram Road Tiong Bahru",103.837168,1.280117
"Cell_S1119",1.000000,27.000000,1,"Central","Redhill Bukit Merah Alexandra",103.817465,1.283838
"Cell_S112",0.979592,127.755102,49,"Central","Marina Esplanade Suntec",103.860623,1.291663
"Cell_S1120",0.928571,141.428571,14,"Central","Redhill Bukit Merah Alexandra",103.812595,1.284180
"Cell_S11205",1.000000,185.000000,2,"North","Sembawang",103.809699,1.464295
"Cell_S1121",1.000000,59.090909,11,"Central","Outram Road Tiong Bahru",103.835181,1.290282
"Cell_S11210",1.000000,247.000000,2,"North","Sembawang",103.814560,1.470143
"Cell_S1122",1.000000,193.500000,2,"Central","Outram Road Tiong Bahru",103.826174,1.283471
"Cell_S11225",1.000000,30.000000,1,"North","Sembawang",103.817663,1.446352
"Cell_S1123",1.000000,26.000000,1,"Central","Queenstown Commonwealth",103.800391,1.303802
"Cell_S11235",1.000000,6.000000,1,"North","Yishun Khatib",103.849112,1.429231
"Cell_S1124",1.000000,101.000000,1,"Central","Queenstown Commonwealth",103.802830,1.288427
"Cell_S11245",1.000000,15.000000,1,"North","Yishun Khatib",103.848329,1.422866
"Cell_S11248",1.000000,413.000000,1,"North","Yishun Khatib",103.832467,1.429358
"Cell_S1125",0.894737,80.000000,19,"Central","Outram Road Tiong Bahru",103.838264,1.286544
"Cell_S1126",0.666667,13.000000,3,"Central","Outram Road Tiong Bahru",103.828057,1.277007
"Cell_S11266",1.000000,9.000000,1,"North","Sembawang",103.817663,1.446352
"Cell_S11268",1.000000,41.000000,1,"North","Yishun Khatib",103.832457,1.414176
"Cell_S1127",1.000000,72.750000,4,"Central","Outram Road Tiong Bahru",103.824761,1.279832
"Cell_S1128",1.000000,18.000000,1,"Central","Redhill Bukit Merah Alexandra",103.818484,1.288429
"Cell_S11287",1.000000,22.000000,1,"North","Yishun Khatib",103.841849,1.435242
"Cell_S1129",1.000000,32.000000,1,"Central","Outram Road Tiong Bahru",103.831792,1.277345
"Cell_S11293",1.000000,63.000000,1,"North","Yishun Khatib",103.844747,1.413809
"Cell_S11294",1.000000,105.750000,4,"North","Yishun Khatib",103.832195,1.417108
"Cell_S11295",1.000000,75.000000,2,"North","Sembawang",103.819400,1.452379
"Cell_S11296",1.000000,67.000000,1,"North","Yishun Khatib",103.832537,1.424479
"Cell_S11297",1.000000,26.000000,2,"North","Yishun Khatib",103.848329,1.422866
"Cell_S11298",1.000000,26.000000,1,"North","Yishun Khatib",103.832188,1.422558
"Cell_S11299",1.000000,21.000000,1,"North","Yishun Khatib",103.835039,1.442184
"Cell_S113",1.000000,35.142857,7,"Central","Raffles Place",103.849079,1.285047
"Cell_S1130",1.000000,117.142857,7,"Central","Redhill Bukit Merah Alexandra",103.805937,1.288611
"Cell_S11300",1.000000,322.000000,1,"North","Yishun Khatib",103.849242,1.425831
"Cell_S11301",1.000000,22.000000,1,"North","Sembawang",103.823678,1.450893
"Cell_S11302",1.000000,214.000000,3,"North","Sembawang",103.817616,1.453407
"Cell_S11303",1.000000,66.000000,1,"North","Yishun Khatib",103.827016,1.434144
"Cell_S11304",1.000000,95.000000,1,"North","Yishun Khatib",103.849112,1.429231
"Cell_S11305",1.000000,77.000000,1,"North","Sembawang",103.794560,1.453125
"Cell_S11306",1.000000,77.666667,3,"North","Yishun Khatib",103.849112,1.429231
"Cell_S11307",1.000000,51.500000,2,"North","Yishun Khatib",103.838579,1.424081
"Cell_S11308",1.000000,41.000000,1,"North","Sembawang",103.822727,1.459950
"Cell_S11309",1.000000,51.000000,1,"North","Sembawang",103.822727,1.459950
"Cell_S1131",1.000000,126.875000,8,"Central","Outram Road Tiong Bahru",103.839105,1.281438
"Cell_S11310",0.000000,480.000000,1,"North","Yishun Khatib",103.847311,1.420924
"Cell_S11311",1.000000,51.000000,1,"North","Sembawang",103.804891,1.459241
"Cell_S11312",1.000000,91.000000,1,"North","Sembawang",103.804891,1.459241
"Cell_S11313",0.000000,447.000000,1,"North","Yishun Khatib",103.835816,1.434824
"Cell_S11314",1.000000,1222.000000,1,"North","Sembawang",103.794957,1.461473
"Cell_S11315",1.000000,216.500000,2,"North","Yishun Khatib",103.827521,1.432218
"Cell_S11316",1.000000,18.000000,1,"North","Yishun Khatib",103.845932,1.425804
"Cell_S11317",1.000000,142.333333,3,"North","Yishun Khatib",103.827521,1.432218
"Cell_S11318",1.000000,204.500000,6,"North","Yishun Khatib",103.835039,1.442184
"Cell_S11319",1.000000,149.600000,5,"North","Sembawang",103.815013,1.447163
"Cell_S1132",0.777778,60.333333,9,"Central","Queenstown Commonwealth",103.800391,1.303802
"Cell_S11320",1.000000,21.000000,1,"North","Yishun Khatib",103.832467,1.429358
"Cell_S11321",1.000000,23.500000,2,"North","Sembawang",103.817616,1.453407
"Cell_S11322",1.000000,517.000000,1,"North","Sembawang",103.817616,1.453407
"Cell_S11323",1.000000,59.000000,1,"North","Sembawang",103.818891,1.450102
"Cell_S11324",1.000000,20.000000,1,"North","Yishun Khatib",103.848329,1.422866
"Cell_S11325",0.500000,137.500000,2,"North","Yishun Khatib",103.828236,1.425655
"Cell_S11326",1.000000,66.000000,1,"North","Yishun Khatib",103.848329,1.422866
"Cell_S11327",1.000000,21.000000,1,"North","Yishun Khatib",103.835816,1.434824
"Cell_S11328",1.000000,64.000000,2,"North","Sembawang",103.815161,1.451577
"Cell_S11329",1.000000,154.600000,5,"North","Yishun Khatib",103.837620,1.431017
"Cell_S1133",0.857143,274.142857,7,"Central","Queenstown Commonwealth",103.800391,1.303802
"Cell_S11330",1.000000,34.000000,2,"North","Sembawang",103.819499,1.448197
