LOCATION,EVENT_SUCCESS_Mean,EVENT_DURATION_Mean,Record_Count,Region,District,LONGITUDE,LATITUDE
"Cell_S582",0.923077,71.846154,13,"Central","Chinatown",103.843980,1.285770
"Cell_S5821",1.000000,363.000000,3,"East","Changi Airport",103.991779,1.361879
"Cell_S5822",1.000000,49.000000,1,"East","Loyang",103.965165,1.360158
"Cell_S5829",1.000000,8.000000,1,"East","Loyang",103.964677,1.380300
"Cell_S583",1.000000,64.000000,1,"Central","Chinatown",103.840660,1.281708
"Cell_S5831",1.000000,35.000000,1,"East","Changi Airport",103.991779,1.361879
"Cell_S5833",1.000000,64.000000,1,"East","Changi Airport",103.999427,1.382819
"Cell_S5837",1.000000,225.000000,1,"East","Changi Airport",103.997092,1.378614
"Cell_S584",0.666667,304.666667,3,"Central","Marina Esplanade Suntec",103.858814,1.292414
"Cell_S5846",1.000000,47.000000,1,"East","Changi Coast",103.973859,1.352632
"Cell_S5847",1.000000,90.000000,1,"East","Loyang",103.971066,1.364042
"Cell_S585",1.000000,21.500000,2,"Central","Robinson Road Shenton Way",103.848408,1.276993
"Cell_S5850",1.000000,9.000000,1,"East","Changi Coast",104.002841,1.376745
"Cell_S5859",1.000000,560.000000,1,"East","Changi Coast",103.978721,1.328924
"Cell_S586",1.000000,595.636364,11,"Central","Marina Esplanade Suntec",103.863922,1.291282
"Cell_S5862",1.000000,82.000000,1,"East","Changi Airport",103.986877,1.349173
"Cell_S5866",0.888889,186.666667,9,"East","Loyang",103.965165,1.360158
"Cell_S5867",1.000000,125.750000,4,"East","Changi Coast",103.972109,1.349170
"Cell_S5869",1.000000,16.000000,1,"East","Changi Airport",103.995017,1.373048
"Cell_S587",1.000000,89.500000,2,"Central","Raffles Place",103.850486,1.284471
"Cell_S5874",1.000000,18.000000,1,"East","Changi Airport",103.986877,1.349173
"Cell_S5876",1.000000,25.000000,1,"East","Loyang",103.971862,1.376241
"Cell_S5877",1.000000,86.000000,2,"East","Loyang",103.964677,1.380300
"Cell_S588",1.000000,96.357143,14,"Central","Marina South",103.852659,1.280769
"Cell_S5881",1.000000,50.000000,1,"East","Changi Coast",103.968036,1.351587
"Cell_S589",1.000000,73.500000,8,"Central","Marina South",103.859978,1.285205
"Cell_S59",1.000000,302.666667,3,"Central","Orchard Road",103.834676,1.302424
"Cell_S590",1.000000,96.000000,8,"Central","Marina Esplanade Suntec",103.857987,1.294503
"Cell_S5900",1.000000,9.000000,2,"East","Loyang",103.971066,1.364042
"Cell_S5903",1.000000,19.125000,8,"East","Changi Airport",103.986877,1.349173
"Cell_S5907",1.000000,55.000000,1,"East","Loyang",103.971066,1.364042
"Cell_S5909",1.000000,93.000000,1,"East","Changi Airport",103.991779,1.361879
"Cell_S591",1.000000,70.750000,4,"Central","Marina South",103.854971,1.279645
"Cell_S5918",1.000000,239.000000,3,"East","Changi Airport",103.986877,1.349173
"Cell_S5919",1.000000,121.000000,1,"East","Changi Airport",103.995850,1.374481
"Cell_S592",1.000000,70.920000,25,"Central","Marina South",103.854971,1.279645
"Cell_S5926",1.000000,27.000000,1,"East","Changi Airport",103.986877,1.349173
"Cell_S593",1.000000,111.000000,2,"Central","Marina Esplanade Suntec",103.855288,1.289862
"Cell_S5931",1.000000,160.000000,1,"East","Loyang",103.971862,1.376241
"Cell_S5936",1.000000,172.000000,1,"East","Changi Coast",103.968036,1.351587
"Cell_S5938",1.000000,86.000000,1,"East","Changi Airport",103.986877,1.349173
"Cell_S594",1.000000,67.000000,1,"Central","Robinson Road Shenton Way",103.844532,1.278525
"Cell_S5948",1.000000,35.000000,1,"East","Loyang",103.983641,1.390277
"Cell_S5949",1.000000,7.000000,1,"East","Changi Airport",103.995850,1.374481
"Cell_S595",0.894737,168.315789,19,"Central","Marina South",103.854157,1.279430
"Cell_S5951",0.700000,236.600000,10,"East","Changi Coast",104.002841,1.376745
"Cell_S5955",1.000000,53.000000,1,"East","Changi Coast",103.968036,1.351587
"Cell_S5956",1.000000,10.000000,1,"East","Changi Airport",103.986877,1.349173
"Cell_S596",1.000000,120.800000,5,"Central","Marina South",103.860503,1.278887
"Cell_S5961",1.000000,70.000000,1,"East","Changi Airport",103.986877,1.349173
"Cell_S5964",1.000000,17.000000,3,"East","Changi Coast",104.002841,1.376745
"Cell_S5965",1.000000,125.500000,2,"East","Changi Coast",103.978721,1.328924
"Cell_S5966",1.000000,192.000000,1,"East","Loyang",103.981071,1.373412
"Cell_S597",0.969697,192.121212,33,"Central","Marina South",103.860503,1.278887
"Cell_S5978",1.000000,68.500000,2,"East","Changi Airport",103.983347,1.341776
"Cell_S598",1.000000,95.200000,10,"Central","Raffles Place",103.852694,1.284686
"Cell_S5980",1.000000,57.000000,1,"East","Changi Airport",103.991779,1.361879
"Cell_S5987",1.000000,27.000000,2,"East","Changi Coast",103.973859,1.352632
"Cell_S599",0.900000,341.000000,10,"Central","Marina Esplanade Suntec",103.860303,1.292679
"Cell_S6",1.000000,92.358491,53,"North","Bukit Timah King Albert Park",103.758655,1.331427
"Cell_S60",0.986111,117.638889,72,"Central","Tanjong Pagar",103.839416,1.278491
"Cell_S600",0.933333,65.400000,15,"Central","Robinson Road Shenton Way",103.846189,1.278628
"Cell_S601",1.000000,89.666667,6,"Central","Raffles Place",103.849079,1.285047
"Cell_S6013",1.000000,78.500000,2,"East","Changi Airport",103.986877,1.349173
"Cell_S6014",1.000000,90.000000,1,"East","Changi Airport",103.986877,1.349173
"Cell_S6015",1.000000,67.000000,1,"East","Loyang",103.981071,1.373412
"Cell_S602",1.000000,90.272727,11,"Central","Marina Esplanade Suntec",103.857049,1.291595
"Cell_S6023",1.000000,564.000000,1,"East","Changi Airport",103.991779,1.361879
"Cell_S6026",1.000000,457.777778,9,"East","Changi Coast",103.978721,1.328924
"Cell_S603",0.750000,419.750000,4,"Central","Raffles Place",103.852523,1.285892
"Cell_S6037",1.000000,28.333333,3,"East","Tampines Simei",103.937464,1.352556
"Cell_S604",1.000000,61.000000,7,"Central","Marina Esplanade Suntec",103.857049,1.291595
"Cell_S6040",1.000000,48.000000,1,"East","Tampines Simei",103.961605,1.355053
"Cell_S605",0.942857,143.142857,35,"Central","Marina South",103.859978,1.285205
"Cell_S6057",1.000000,128.000000,1,"East","Tampines Simei",103.931900,1.350465
"Cell_S6059",1.000000,127.000000,1,"East","Pasir Ris",103.942957,1.374144
"Cell_S606",1.000000,62.250000,4,"Central","Raffles Place",103.851809,1.282673
"Cell_S607",1.000000,100.111111,9,"Central","Marina Esplanade Suntec",103.859724,1.294647
"Cell_S6075",1.000000,432.000000,2,"East","Tampines Simei",103.951897,1.358853
"Cell_S608",1.000000,25.000000,1,"Central","Marina Esplanade Suntec",103.859724,1.294647
"Cell_S609",1.000000,44.166667,6,"Central","Chinatown",103.842318,1.288413
"Cell_S6098",1.000000,154.000000,1,"East","Tampines Simei",103.943791,1.351399
"Cell_S61",1.000000,95.000000,6,"Central","Tanjong Pagar",103.839416,1.278491
"Cell_S610",1.000000,32.000000,1,"Central","Marina South",103.854971,1.279645
"Cell_S6108",1.000000,21.000000,1,"East","Pasir Ris",103.960351,1.374318
"Cell_S611",1.000000,31.600000,5,"Central","Robinson Road Shenton Way",103.849346,1.279262
"Cell_S612",1.000000,114.250000,4,"Central","Raffles Place",103.848251,1.283994
"Cell_S613",0.925926,71.148148,27,"Central","Marina South",103.854157,1.279430
"Cell_S6130",1.000000,7.000000,1,"East","Tampines Simei",103.944918,1.357072
"Cell_S6133",1.000000,103.000000,2,"East","Tampines Simei",103.931900,1.350465
"Cell_S6136",1.000000,257.000000,2,"East","Tampines Simei",103.946136,1.349261
"Cell_S6138",1.000000,53.000000,1,"East","Tampines Simei",103.953945,1.355944
"Cell_S614",1.000000,123.400000,20,"Central","Marina South",103.854157,1.279430
"Cell_S6142",1.000000,40.000000,1,"East","Pasir Ris",103.933779,1.377490
"Cell_S6147",0.750000,185.500000,4,"East","Tampines Simei",103.939402,1.350198
"Cell_S615",1.000000,31.280000,25,"Central","Marina South",103.854157,1.279430
"Cell_S6153",1.000000,12.000000,1,"East","Pasir Ris",103.962871,1.374085
"Cell_S6159",1.000000,1120.000000,1,"East","Tampines Simei",103.950616,1.347440
"Cell_S616",0.750000,92.500000,4,"Central","Marina South",103.860503,1.278887
"Cell_S6161",1.000000,184.000000,1,"East","Tampines Simei",103.933507,1.345178
"Cell_S6168",1.000000,287.500000,2,"East","Pasir Ris",103.949739,1.372157
"Cell_S617",1.000000,20.333333,3,"Central","Marina South",103.860503,1.278887
"Cell_S6177",1.000000,57.000000,5,"East","Tampines Simei",103.944918,1.357072
"Cell_S6178",1.000000,93.000000,2,"East","Tampines Simei",103.948098,1.344463
"Cell_S618",1.000000,28.000000,3,"Central","Raffles Place",103.848767,1.283162
"Cell_S6180",1.000000,259.000000,1,"East","Pasir Ris",103.942957,1.374144
"Cell_S6183",1.000000,20.000000,2,"East","Pasir Ris",103.944589,1.376627
"Cell_S619",1.000000,420.500000,2,"Central","Marina Esplanade Suntec",103.858203,1.294902
"Cell_S6193",1.000000,260.000000,2,"East","Pasir Ris",103.933779,1.377490
"Cell_S62",1.000000,69.428571,7,"North","Bukit Timah King Albert Park",103.758655,1.331427
"Cell_S620",1.000000,55.000000,5,"Central","Marina South",103.860528,1.266022
"Cell_S6201",1.000000,166.000000,4,"East","Pasir Ris",103.962871,1.374085
"Cell_S6205",1.000000,65.000000,1,"East","Pasir Ris",103.950865,1.367013
"Cell_S621",1.000000,87.333333,3,"Central","Robinson Road Shenton Way",103.848439,1.278701
"Cell_S6214",1.000000,22.000000,1,"East","Pasir Ris",103.955412,1.379833
"Cell_S622",1.000000,48.250000,4,"Central","Marina South",103.852592,1.282253
"Cell_S623",1.000000,54.000000,2,"Central","Marina Esplanade Suntec",103.858814,1.292414
"Cell_S6236",1.000000,591.000000,2,"East","Tampines Simei",103.956354,1.352975
"Cell_S624",1.000000,4.000000,1,"Central","Raffles Place",103.846880,1.283516
"Cell_S6242",1.000000,73.000000,1,"East","Tampines Simei",103.952555,1.341795
"Cell_S6247",1.000000,39.500000,2,"East","Pasir Ris",103.954505,1.366869
"Cell_S6249",1.000000,81.000000,1,"East","Tampines Simei",103.941748,1.338804
"Cell_S625",1.000000,31.000000,2,"Central","Robinson Road Shenton Way",103.845962,1.276604
"Cell_S6254",0.888889,190.777778,9,"East","Pasir Ris",103.950865,1.367013
"Cell_S6257",0.000000,199.000000,1,"East","Tampines Simei",103.958475,1.344672
"Cell_S6259",1.000000,64.000000,3,"East","Tampines Simei",103.944918,1.353180
"Cell_S626",1.000000,27.000000,1,"Central","Marina Esplanade Suntec",103.859567,1.295245
"Cell_S6263",1.000000,42.600000,5,"East","Pasir Ris",103.961582,1.371997
"Cell_S6266",1.000000,110.000000,1,"East","Pasir Ris",103.957363,1.374491
"Cell_S6268",1.000000,36.500000,2,"East","Tampines Simei",103.935734,1.355065
"Cell_S627",1.000000,24.000000,2,"Central","Marina Esplanade Suntec",103.857049,1.291595
"Cell_S6271",1.000000,83.666667,3,"East","Pasir Ris",103.933779,1.377490
"Cell_S6275",0.000000,8.000000,1,"East","Tampines Simei",103.951897,1.358853
"Cell_S628",0.944444,54.277778,18,"Central","Raffles Place",103.850709,1.284729
"Cell_S629",1.000000,68.500000,6,"Central","Marina South",103.859978,1.285205
"Cell_S6292",1.000000,536.666667,3,"East","Pasir Ris",103.954136,1.372734
"Cell_S6295",1.000000,16.000000,1,"East","Pasir Ris",103.949170,1.369644
"Cell_S63",1.000000,83.363636,11,"Central","Tanjong Pagar",103.839416,1.278491
"Cell_S630",1.000000,104.653846,26,"Central","Marina Esplanade Suntec",103.857987,1.294503
"Cell_S6303",1.000000,419.000000,1,"East","Tampines Simei",103.953945,1.355944
"Cell_S6305",1.000000,134.000000,1,"East","Pasir Ris",103.939596,1.376419
"Cell_S6306",1.000000,156.000000,3,"East","Tampines Simei",103.957046,1.348045
"Cell_S6307",1.000000,21.000000,1,"East","Tampines Simei",103.957046,1.348045
"Cell_S6308",0.000000,223.000000,1,"East","Pasir Ris",103.959057,1.366247
"Cell_S631",0.960784,75.647059,51,"Central","Chinatown",103.840660,1.281708
"Cell_S6312",1.000000,24.000000,1,"East","Tampines Simei",103.933507,1.345178
"Cell_S6317",1.000000,2.000000,1,"East","Tampines Simei",103.951008,1.343019
"Cell_S632",1.000000,24.000000,1,"Central","Marina South",103.854157,1.279430
"Cell_S6326",1.000000,75.000000,1,"East","Pasir Ris",103.960159,1.363035
"Cell_S633",1.000000,12.000000,2,"Central","Marina South",103.859978,1.282235
"Cell_S6331",1.000000,39.000000,4,"East","Tampines Simei",103.937464,1.352556
"Cell_S6332",1.000000,16.666667,3,"East","Tampines Simei",103.959956,1.345713
"Cell_S6335",1.000000,290.500000,2,"East","Tampines Simei",103.957645,1.342089
"Cell_S6339",1.000000,37.250000,4,"East","Tampines Simei",103.929697,1.362094
"Cell_S634",0.714286,125.857143,7,"Central","Chinatown",103.843980,1.285770
"Cell_S6341",1.000000,31.000000,1,"East","Tampines Simei",103.950616,1.347440
"Cell_S6345",1.000000,136.500000,2,"East","Tampines Simei",103.939402,1.350198
"Cell_S6346",1.000000,59.000000,1,"East","Tampines Simei",103.961605,1.355053
"Cell_S635",1.000000,161.500000,12,"Central","Raffles Place",103.852523,1.285892
"Cell_S6350",1.000000,18.000000,1,"East","Pasir Ris",103.936089,1.375733
"Cell_S636",0.846154,98.076923,13,"Central","Marina South",103.854157,1.279430
"Cell_S6366",1.000000,36.000000,1,"East","Tampines Simei",103.947398,1.346913
"Cell_S6369",1.000000,141.000000,1,"East","Pasir Ris",103.946261,1.373109
"Cell_S637",0.882353,313.764706,17,"Central","Raffles Place",103.846880,1.283516
"Cell_S6371",1.000000,36.000000,1,"East","Tampines Simei",103.928171,1.347401
"Cell_S6377",1.000000,26.000000,1,"East","Tampines Simei",103.959436,1.353164
"Cell_S638",1.000000,145.142857,7,"Central","Marina Esplanade Suntec",103.859567,1.295245
"Cell_S6383",1.000000,30.000000,1,"East","Pasir Ris",103.962871,1.374085
"Cell_S6385",1.000000,15.000000,1,"East","Tampines Simei",103.931900,1.350465
"Cell_S639",0.942857,135.885714,35,"Central","Marina Esplanade Suntec",103.860303,1.292679
"Cell_S6393",1.000000,68.500000,2,"East","Tampines Simei",103.948098,1.344463
"Cell_S6395",1.000000,138.000000,1,"East","Pasir Ris",103.958648,1.368998
"Cell_S6399",1.000000,188.000000,1,"East","Tampines Simei",103.941242,1.348123
"Cell_S64",0.937500,78.812500,16,"Central","Tanjong Pagar",103.839416,1.278491
"Cell_S640",1.000000,56.333333,6,"Central","Raffles Place",103.852970,1.286193
"Cell_S6402",1.000000,230.000000,2,"East","Tampines Simei",103.942662,1.352917
"Cell_S641",1.000000,9.500000,2,"Central","Marina Esplanade Suntec",103.863922,1.291282
"Cell_S6410",1.000000,52.666667,9,"East","Pasir Ris",103.950865,1.367013
"Cell_S6415",0.875000,87.750000,8,"East","Pasir Ris",103.963101,1.366628
"Cell_S6417",1.000000,104.500000,4,"East","Tampines Simei",103.939402,1.350198
"Cell_S6418",1.000000,14.000000,1,"East","Pasir Ris",103.939856,1.378641
"Cell_S642",1.000000,26.000000,1,"Central","Marina Esplanade Suntec",103.857172,1.293522
"Cell_S6421",0.000000,45.000000,1,"East","Pasir Ris",103.954136,1.372734
"Cell_S643",1.000000,124.000000,34,"Central","Raffles Place",103.849079,1.285047
"Cell_S6431",1.000000,15.000000,1,"East","Tampines Simei",103.933507,1.345178
"Cell_S644",1.000000,107.000000,2,"Central","Raffles Place",103.849079,1.285047
"Cell_S6444",1.000000,73.500000,2,"East","Tampines Simei",103.953945,1.355944
"Cell_S645",1.000000,46.000000,1,"Central","Robinson Road Shenton Way",103.847565,1.277705
"Cell_S6454",1.000000,177.000000,1,"East","Tampines Simei",103.957046,1.348045
"Cell_S646",1.000000,19.000000,1,"Central","Raffles Place",103.850032,1.283863
"Cell_S647",1.000000,143.400000,15,"Central","Marina Esplanade Suntec",103.858775,1.293525
"Cell_S6477",1.000000,1316.000000,1,"East","Pasir Ris",103.958648,1.368998
"Cell_S6478",1.000000,89.000000,2,"East","Pasir Ris",103.959057,1.366247
"Cell_S648",1.000000,76.916667,12,"Central","Marina Esplanade Suntec",103.858203,1.294902
"Cell_S6487",1.000000,35.000000,1,"East","Tampines Simei",103.937464,1.352556
"Cell_S649",0.875000,202.000000,8,"Central","Marina South",103.859978,1.285205
"Cell_S6491",1.000000,138.000000,1,"East","Tampines Simei",103.954413,1.348596
"Cell_S65",1.000000,25.000000,1,"North-East","Ang Mo Kio",103.845095,1.384919
"Cell_S650",1.000000,572.000000,1,"Central","Marina South",103.859978,1.285205
"Cell_S6500",1.000000,16.000000,1,"East","Tampines Simei",103.947398,1.346913
"Cell_S6502",1.000000,13.000000,1,"East","Tampines Simei",103.935734,1.355065
"Cell_S6509",1.000000,22.000000,1,"East","Tampines Simei",103.956354,1.352975
"Cell_S651",1.000000,44.000000,4,"Central","Raffles Place",103.849874,1.282807
"Cell_S6513",1.000000,65.000000,1,"East","Pasir Ris",103.936551,1.382766
"Cell_S6514",1.000000,46.000000,1,"East","Pasir Ris",103.936551,1.382766
"Cell_S652",1.000000,252.000000,1,"Central","Raffles Place",103.851809,1.282673
"Cell_S653",1.000000,58.818182,11,"Central","Robinson Road Shenton Way",103.848773,1.279862
"Cell_S6536",1.000000,8.000000,1,"East","Tampines Simei",103.958248,1.359986
"Cell_S654",0.956250,204.587500,160,"Central","Marina South",103.852592,1.282253
"Cell_S6547",1.000000,193.000000,1,"East","Tampines Simei",103.959436,1.353164
"Cell_S655",0.987500,96.887500,80,"Central","Marina South",103.854971,1.279645
"Cell_S6551",1.000000,27.000000,1,"East","Tampines Simei",103.944918,1.353180
"Cell_S6554",1.000000,67.500000,2,"East","Tampines Simei",103.955889,1.342457
"Cell_S656",0.956522,106.478261,23,"Central","Raffles Place",103.851697,1.285199
"Cell_S6562",1.000000,1130.000000,1,"East","Tampines Simei",103.928171,1.347401
"Cell_S6565",0.666667,142.000000,3,"East","Pasir Ris",103.963101,1.366628
"Cell_S6569",1.000000,67.500000,2,"East","Tampines Simei",103.951897,1.358853
"Cell_S657",1.000000,201.800000,5,"Central","Marina Esplanade Suntec",103.859356,1.291238
"Cell_S6570",1.000000,39.666667,3,"East","Tampines Simei",103.958320,1.355287
"Cell_S658",1.000000,46.666667,3,"Central","Marina South",103.854157,1.279430
"Cell_S659",1.000000,0.000000,1,"Central","Marina South",103.854157,1.279430
"Cell_S66",1.000000,10.000000,1,"Central","Orchard Road",103.834676,1.302424
"Cell_S660",1.000000,73.400000,10,"Central","Raffles Place",103.852548,1.284193
"Cell_S6601",1.000000,39.000000,1,"East","Pasir Ris",103.936089,1.375733
"Cell_S6603",1.000000,191.000000,1,"East","Tampines Simei",103.928171,1.347401
"Cell_S6604",1.000000,63.000000,1,"East","Tampines Simei",103.950616,1.347440
"Cell_S6605",1.000000,18.000000,1,"East","Tampines Simei",103.935384,1.350855
"Cell_S6609",1.000000,71.000000,1,"East","Pasir Ris",103.961582,1.371997
"Cell_S661",1.000000,35.842105,19,"Central","Marina South",103.860528,1.266022
"Cell_S6615",1.000000,55.000000,1,"East","Pasir Ris",103.936976,1.379418
"Cell_S662",1.000000,24.500000,2,"Central","Marina South",103.852592,1.282253
"Cell_S6621",1.000000,18.000000,1,"East","Tampines Simei",103.956354,1.352975
"Cell_S6627",1.000000,36.000000,1,"East","Tampines Simei",103.959956,1.345713
"Cell_S6629",1.000000,14.000000,1,"East","Tampines Simei",103.951008,1.343019
"Cell_S663",1.000000,170.571429,14,"Central","Marina South",103.871572,1.280647
"Cell_S6631",1.000000,558.750000,4,"East","Pasir Ris",103.944589,1.376627
"Cell_S6639",1.000000,109.000000,1,"East","Pasir Ris",103.939856,1.378641
"Cell_S664",1.000000,89.000000,1,"Central","Robinson Road Shenton Way",103.846189,1.278628
"Cell_S6643",1.000000,69.500000,2,"East","Tampines Simei",103.949430,1.340687
"Cell_S6646",1.000000,20.500000,2,"East","Tampines Simei",103.953945,1.355944
"Cell_S665",1.000000,145.666667,3,"Central","Robinson Road Shenton Way",103.848408,1.276993
"Cell_S6655",1.000000,6.500000,2,"East","Pasir Ris",103.955412,1.379833
"Cell_S666",1.000000,378.384615,13,"Central","Raffles Place",103.852523,1.285892
"Cell_S6665",1.000000,225.000000,2,"East","Pasir Ris",103.942957,1.374144
"Cell_S6669",1.000000,189.000000,1,"East","Pasir Ris",103.954136,1.372734
"Cell_S667",1.000000,91.800000,5,"Central","Raffles Place",103.850461,1.283053
"Cell_S6672",1.000000,18.000000,1,"East","Pasir Ris",103.938983,1.381189
"Cell_S668",1.000000,14.000000,2,"Central","Robinson Road Shenton Way",103.846674,1.281397
"Cell_S669",1.000000,92.000000,1,"Central","Raffles Place",103.851463,1.283933
"Cell_S6692",1.000000,384.000000,3,"East","Pasir Ris",103.955412,1.379833
"Cell_S67",1.000000,523.000000,1,"Central","Tanjong Pagar",103.839416,1.278491
"Cell_S670",1.000000,151.000000,5,"Central","Raffles Place",103.851463,1.283933
"Cell_S671",0.977273,131.363636,44,"Central","Marina Esplanade Suntec",103.858968,1.295594
"Cell_S6718",1.000000,228.000000,1,"East","Tampines Simei",103.931611,1.347771
"Cell_S672",1.000000,128.538462,13,"Central","Marina Esplanade Suntec",103.857049,1.291595
"Cell_S6720",1.000000,164.285714,7,"East","Pasir Ris",103.939856,1.378641
"Cell_S6723",1.000000,21.000000,2,"East","Pasir Ris",103.944589,1.376627
"Cell_S6724",1.000000,418.000000,2,"East","Tampines Simei",103.959125,1.351146
"Cell_S6725",1.000000,45.000000,1,"East","Tampines Simei",103.949430,1.340687
"Cell_S673",1.000000,46.500000,2,"Central","Chinatown",103.846433,1.284977
"Cell_S6739",1.000000,65.000000,1,"North-East","Hougang Serangoon Yio Chu Kang Kovan",103.878590,1.369966
"Cell_S674",0.950000,72.600000,20,"Central","Chinatown",103.844604,1.286467
"Cell_S6746",1.000000,340.666667,3,"North-East","Sengkang Buangkok",103.897643,1.392356
"Cell_S6748",1.000000,107.000000,1,"North-East","Hougang Serangoon Yio Chu Kang Kovan",103.890728,1.364857
"Cell_S675",1.000000,76.666667,6,"Central","Chinatown",103.846433,1.284977
"Cell_S6750",1.000000,351.000000,1,"North-East","Sengkang Buangkok",103.899327,1.394284
"Cell_S676",0.989011,124.021978,91,"Central","Raffles Place",103.851809,1.282673
"Cell_S677",1.000000,429.500000,2,"Central","Marina Esplanade Suntec",103.857987,1.294503
"Cell_S678",1.000000,149.000000,1,"Central","Robinson Road Shenton Way",103.848773,1.279862
"Cell_S6780",1.000000,43.500000,2,"North-East","Sengkang Buangkok",103.894481,1.381888
"Cell_S6781",1.000000,42.000000,1,"North-East","Serangoon Central Serangoon Gardens",103.876595,1.348121
"Cell_S6788",1.000000,379.000000,1,"North-East","Hougang Serangoon Yio Chu Kang Kovan",103.894991,1.370317
"Cell_S679",1.000000,42.000000,3,"Central","Marina Esplanade Suntec",103.859724,1.294647
"Cell_S6794",1.000000,6.000000,1,"North-East","Hougang Serangoon Yio Chu Kang Kovan",103.878590,1.369966
"Cell_S6798",1.000000,276.500000,2,"North-East","Hougang Serangoon Yio Chu Kang Kovan",103.889763,1.351580
"Cell_S6799",1.000000,45.000000,1,"North-East","Serangoon Central Serangoon Gardens",103.871491,1.368846
"Cell_S68",1.000000,119.166667,6,"West","Pasir Panjang Alexandra Kent Ridge",103.783336,1.292451
"Cell_S680",1.000000,254.000000,1,"Central","Marina Esplanade Suntec",103.859724,1.294647
"Cell_S6802",1.000000,100.000000,1,"North-East","Punggol",103.915706,1.395464
"Cell_S6808",0.000000,0.000000,1,"North-East","Serangoon Central Serangoon Gardens",103.870830,1.374216
"Cell_S681",1.000000,51.181818,11,"Central","Chinatown",103.843402,1.285886
"Cell_S6811",1.000000,853.000000,1,"North-East","Punggol",103.907178,1.401771
"Cell_S682",1.000000,11.000000,1,"Central","Marina South",103.854971,1.279645
"Cell_S6820",1.000000,43.000000,1,"North-East","Serangoon Central Serangoon Gardens",103.869120,1.374463
"Cell_S6823",1.000000,0.000000,1,"North-East","Sengkang Buangkok",103.901154,1.384722
"Cell_S6828",1.000000,76.000000,1,"North-East","Sengkang Buangkok",103.884105,1.360058
"Cell_S683",1.000000,180.666667,6,"Central","Marina South",103.854157,1.279430
"Cell_S6836",1.000000,91.000000,1,"North-East","Sengkang Buangkok",103.900895,1.381807
"Cell_S6838",0.666667,68.000000,3,"North-East","Punggol",103.898841,1.415806
"Cell_S684",1.000000,219.000000,1,"Central","Raffles Place",103.851829,1.283311
"Cell_S6848",1.000000,66.500000,2,"North-East","Sengkang Buangkok",103.903710,1.389373
"Cell_S685",1.000000,69.466667,15,"Central","Robinson Road Shenton Way",103.846189,1.278628
"Cell_S686",1.000000,120.500000,2,"Central","Robinson Road Shenton Way",103.848439,1.278701
"Cell_S6860",1.000000,40.000000,2,"North-East","Serangoon Central Serangoon Gardens",103.870392,1.371979
"Cell_S6862",1.000000,63.666667,3,"North-East","Punggol",103.905092,1.414360
"Cell_S687",1.000000,32.250000,8,"Central","Marina Esplanade Suntec",103.858443,1.290093
"Cell_S6871",1.000000,91.000000,2,"North-East","Sengkang Buangkok",103.894418,1.393983
"Cell_S6877",1.000000,150.000000,2,"North-East","Serangoon Central Serangoon Gardens",103.871491,1.368846
"Cell_S688",1.000000,17.500000,2,"Central","Robinson Road Shenton Way",103.848408,1.276993
"Cell_S6881",1.000000,513.000000,1,"North-East","Serangoon Central Serangoon Gardens",103.866701,1.365651
"Cell_S6882",1.000000,15.000000,1,"North-East","Hougang Serangoon Yio Chu Kang Kovan",103.884086,1.373740
"Cell_S6888",1.000000,53.600000,5,"North-East","Hougang Serangoon Yio Chu Kang Kovan",103.892045,1.335723
"Cell_S6889",1.000000,93.500000,2,"North-East","Punggol",103.898841,1.415806
"Cell_S689",1.000000,31.500000,2,"Central","Robinson Road Shenton Way",103.847986,1.277028
"Cell_S6892",1.000000,217.333333,3,"North-East","Punggol",103.910101,1.401359
"Cell_S69",1.000000,70.705882,34,"West","Jurong East",103.748983,1.333136
"Cell_S690",0.966667,92.011111,90,"Central","Marina Esplanade Suntec",103.858968,1.295594
"Cell_S6908",1.000000,114.000000,1,"North-East","Punggol",103.909882,1.392106
"Cell_S691",0.966667,84.000000,60,"Central","Raffles Place",103.851463,1.283933
"Cell_S6911",1.000000,156.333333,3,"North-East","Sengkang Buangkok",103.877872,1.362265
"Cell_S6913",1.000000,72.000000,1,"North-East","Sengkang Buangkok",103.900072,1.386304
"Cell_S692",1.000000,64.666667,6,"Central","Marina South",103.859978,1.285205
"Cell_S6923",1.000000,41.500000,2,"North-East","Serangoon Central Serangoon Gardens",103.868317,1.349692
"Cell_S6925",1.000000,7.000000,1,"North-East","Hougang Serangoon Yio Chu Kang Kovan",103.888525,1.376440
"Cell_S6926",1.000000,735.000000,1,"North-East","Sengkang Buangkok",103.903710,1.389373
"Cell_S693",1.000000,17.800000,5,"Central","Marina South",103.859978,1.285205
"Cell_S694",0.933333,141.933333,15,"Central","Marina South",103.859978,1.285205
"Cell_S695",1.000000,183.250000,4,"Central","Marina Esplanade Suntec",103.857987,1.294503
"Cell_S6952",1.000000,81.000000,5,"North-East","Sengkang Buangkok",103.905853,1.387940
"Cell_S696",0.937500,188.250000,16,"Central","Raffles Place",103.851809,1.282673
"Cell_S6960",1.000000,87.000000,1,"North-East","Hougang Serangoon Yio Chu Kang Kovan",103.878269,1.375730
"Cell_S6969",1.000000,27.000000,1,"North-East","Hougang Serangoon Yio Chu Kang Kovan",103.899422,1.372422
"Cell_S697",1.000000,100.500000,4,"Central","Robinson Road Shenton Way",103.844532,1.278525
